,Age,Gender,Plan,Payment Method,User Fav Genre,Watch Hour / month,Satisfaction Rate
3512,20,Female,Premium,Net Banking,Comedy,200.66351320462715,1.893856475626317
3513,44,Female,Premium,Upi,Documentary,190.1370274666453,3.0680201936768667
3514,54,Female,Premium,Upi,Comedy,188.92808335140592,2.2617959787851305
3515,57,Male,Mobile,Card,Comedy,207.40413388067216,1.0012119367615702
3516,35,Male,Premium,Card,Action,183.85917619141892,2.3046023566553266
3517,53,Male,Basic,Upi,Action,192.06298838354675,2.7120148966778417
3518,67,Male,Standard,E-Wallet,Documentary,209.48421294526548,3.268920537573224
3519,60,Female,Mobile,Card,Drama,182.87790064512254,1.0412165089361083
3520,18,Female,Mobile,Net Banking,Action,206.94702966869718,3.9699631540553324
3521,65,Male,Mobile,Card,Romance,195.49389233515683,2.417954347552242
3522,34,Female,Premium,E-Wallet,Action,188.53838769571365,2.7637650227901553
3523,30,Male,Standard,Net Banking,Horror,200.10801287244212,3.9198524077488672
3524,67,Male,Standard,E-Wallet,Action,202.1447774693217,4.477993555271208
3525,25,Male,Premium,Upi,Horror,188.72749044760562,2.9539238272192994
3526,52,Female,Mobile,E-Wallet,Drama,196.18032675730598,1.1427610922335099
3527,70,Female,Premium,E-Wallet,Romance,185.1361037144117,2.2760475985403334
3528,63,Female,Mobile,Upi,Action,202.66518470248306,3.5479635334423345
3529,57,Female,Premium,Card,Documentary,198.8271334057302,4.4750473907036366
3530,58,Female,Premium,Net Banking,Action,204.27042847953157,1.5022852206181283
3531,27,Female,Basic,Card,Romance,200.7271726118403,4.709316050598191
3532,29,Female,Basic,E-Wallet,Documentary,180.84890269886597,1.1140082518638659
3533,47,Male,Premium,Upi,Horror,200.64922345716573,4.0150719682904095
3534,21,Female,Standard,Upi,Action,196.75628364971314,3.94790242821487
3535,32,Female,Premium,Upi,Drama,194.57601017830234,1.4410489937811044
3536,19,Male,Mobile,Upi,Comedy,206.0488191526309,1.5467218209678282
3537,56,Male,Mobile,Upi,Drama,202.69023273367407,1.2491650340277975
3538,41,Female,Mobile,Card,Comedy,190.59922936070285,3.0624818397477895
3539,33,Female,Basic,Upi,Drama,190.9742554836798,1.773452893795033
3540,58,Male,Mobile,Card,Romance,189.41869225216,4.057340577710983
3541,24,Female,Mobile,Net Banking,Horror,191.81252758589486,2.7990966411321456
3542,34,Male,Premium,Card,Thriller,182.01221441186584,1.5474397020108714
3543,24,Male,Premium,Card,Drama,204.17642328488697,4.261861662762682
3544,23,Male,Standard,Net Banking,Comedy,205.91334404034058,1.462890771912361
3545,64,Male,Basic,Upi,Horror,201.29355584376827,2.1863439579065487
3546,37,Male,Standard,E-Wallet,Horror,204.49544034860708,2.010793904571697
3547,29,Male,Standard,Net Banking,Romance,206.27420705260224,4.653862008666206
3548,29,Female,Premium,Card,Horror,204.31355855199874,3.793450163073906
3549,70,Male,Standard,E-Wallet,Action,186.47272368014606,2.54620425769827
3550,57,Female,Standard,Card,Drama,182.24225402427163,1.9140052769446996
3551,61,Female,Mobile,E-Wallet,Drama,200.51277638495205,1.5612947447112555
3552,46,Female,Mobile,Card,Comedy,202.47915443021287,1.9855956877379186
3553,57,Female,Mobile,E-Wallet,Documentary,201.11683428341084,3.5697250570005696
3554,57,Male,Premium,Upi,Romance,181.5223554244177,1.1672974925900004
3555,47,Male,Premium,Net Banking,Horror,186.82771898348187,3.6671157634540124
3556,49,Male,Premium,Upi,Action,198.37582302820732,1.8834068470398067
3557,48,Female,Standard,Card,Romance,181.2855570679104,2.7095399535347835
3558,35,Female,Mobile,Upi,Documentary,204.09546815666013,2.1837168116899783
3559,63,Female,Mobile,Upi,Action,181.72182789221986,3.1951869890714617
3560,49,Female,Basic,Upi,Romance,207.28195223052938,1.598208022412543
3561,45,Male,Standard,E-Wallet,Romance,194.97411576151518,2.961656283717331
3562,69,Female,Mobile,E-Wallet,Documentary,185.7473909690328,4.778559497775621
3563,18,Female,Basic,E-Wallet,Romance,184.29775278339832,4.018736646146965
3564,27,Female,Mobile,Upi,Thriller,182.35068091964393,4.018338661680826
3565,57,Female,Standard,Net Banking,Action,191.81311730490805,3.3991064154741446
3566,30,Female,Standard,Upi,Action,190.7200838366764,3.396312730743128
3567,21,Female,Standard,E-Wallet,Romance,193.18232080300265,2.6322655529874606
3568,37,Female,Basic,E-Wallet,Thriller,189.39046919876142,3.194776983859553
3569,35,Female,Premium,Net Banking,Action,181.8876969916435,2.317877912136809
3570,64,Male,Basic,Upi,Romance,206.632427258165,3.0005584786112176
3571,19,Female,Standard,Upi,Thriller,182.40790245314696,3.0674430866421845
3572,45,Female,Premium,Upi,Drama,204.8076552143849,1.6636624201110997
3573,70,Male,Basic,Net Banking,Thriller,189.8302492686987,3.538935967500147
3574,56,Male,Mobile,E-Wallet,Horror,182.97214023774035,3.3481394851511626
3575,53,Female,Premium,Net Banking,Comedy,186.34698652608824,4.364603845427299
3576,55,Male,Standard,E-Wallet,Thriller,196.5622980854708,1.3866874112707412
3577,47,Female,Standard,Upi,Romance,184.34939388250837,2.7077588231015355
3578,22,Female,Premium,Upi,Thriller,198.243998284513,3.5393907905440236
3579,38,Male,Basic,Net Banking,Drama,198.68149655553037,2.5221733785004363
3580,66,Male,Premium,Card,Thriller,195.34894589265855,2.318558346099669
3581,27,Male,Standard,Net Banking,Documentary,198.62232605270748,1.28375351918376
3582,34,Male,Premium,Card,Thriller,188.20218599007248,1.1180519750372762
3583,22,Female,Mobile,E-Wallet,Action,189.30647375904294,1.4374967422461915
3584,52,Female,Premium,Card,Comedy,183.47058032754066,3.8881269058892958
3585,18,Female,Standard,Upi,Drama,198.38030844286658,3.6734208264411086
3586,39,Female,Basic,Card,Comedy,180.72381574847898,3.9689465347379977
3587,49,Male,Mobile,Net Banking,Documentary,198.1033638123617,2.360229588198058
3588,22,Female,Basic,Card,Romance,197.90455305514905,3.871850557723988
3589,18,Female,Mobile,E-Wallet,Comedy,196.76403035477153,4.775676481486847
3590,62,Female,Premium,Card,Romance,208.65632699071347,2.7039417980882767
3591,44,Male,Standard,E-Wallet,Drama,207.36362202090305,3.103142493858436
3592,58,Female,Basic,Upi,Comedy,194.4187652836624,2.058633651403571
3593,21,Female,Standard,Net Banking,Action,207.10968616850622,2.7919968084547513
3594,50,Male,Premium,E-Wallet,Comedy,182.20115071608134,3.312540313158799
3595,47,Male,Standard,Card,Comedy,190.13236152248305,4.945850872553516
3596,18,Male,Basic,Upi,Thriller,192.02010270106302,4.995517488758634
3597,31,Female,Standard,Card,Thriller,181.39325657504705,2.83823968229818
3598,52,Female,Mobile,Net Banking,Drama,185.11565906339615,2.950248884603977
3599,48,Male,Mobile,Upi,Comedy,205.34543538563838,3.3884682069601006
3600,31,Male,Premium,Card,Drama,188.28716855856212,2.1810576794612544
3601,51,Female,Mobile,Upi,Drama,184.6668444467839,2.469549827516263
3602,67,Male,Mobile,Upi,Comedy,198.34993829558834,2.2004304250899276
3603,48,Male,Basic,Net Banking,Drama,181.36137280195308,2.7263005414315935
3604,64,Male,Standard,Card,Drama,182.264537718029,3.9588184788628045
3605,19,Female,Mobile,Card,Romance,207.47346385568642,2.1996757154997297
3606,29,Male,Basic,E-Wallet,Drama,201.89199958338176,1.9706629262256357
3607,69,Male,Standard,E-Wallet,Comedy,181.43446367476682,4.709988931889862
3608,26,Male,Basic,Card,Thriller,182.31721184082127,3.7881794954660286
3609,57,Female,Premium,E-Wallet,Romance,183.8307473359841,4.5709146081524725
3610,24,Female,Premium,Card,Action,184.9269162611674,4.148904087092113
3611,68,Male,Premium,Upi,Romance,207.33809903124512,2.3737793041177824
3612,32,Female,Premium,Upi,Horror,192.36309007491175,2.6662480475845745
3613,51,Female,Basic,Upi,Thriller,199.3062676477358,4.419555320490223
3614,37,Male,Basic,Net Banking,Drama,181.1631957909676,2.891558163500313
3615,30,Male,Mobile,Upi,Action,208.58175744461468,1.3929499130827816
3616,48,Male,Mobile,Net Banking,Comedy,190.59828899087344,4.2597156528001525
3617,18,Female,Mobile,Upi,Horror,183.76908528271628,3.1116293218594704
3618,70,Female,Standard,E-Wallet,Romance,208.98672527565603,2.5900754750716484
3619,57,Female,Mobile,Card,Drama,201.62554335685365,2.017520771857571
3620,34,Female,Basic,Net Banking,Action,195.36211217187997,3.710148196195521
3621,61,Male,Mobile,E-Wallet,Action,208.36321220087433,2.132543808467298
3622,40,Male,Standard,Upi,Horror,199.88632149520654,2.908686360045243
3623,70,Male,Mobile,Upi,Action,185.64913169539884,4.066108239706062
3624,23,Male,Standard,Upi,Documentary,197.64223178731154,3.28446314257245
3625,42,Female,Mobile,Net Banking,Romance,205.17584276956856,1.919487116773844
3626,57,Female,Mobile,E-Wallet,Thriller,197.9871810400722,3.034873232551088
3627,56,Female,Premium,E-Wallet,Horror,205.31315480452932,1.2501947699389748
3628,66,Male,Standard,Upi,Horror,199.13437878504814,3.465737459312919
3629,45,Male,Basic,Upi,Drama,202.12245607780244,3.0856361184649663
3630,42,Male,Premium,Net Banking,Thriller,184.4919755294816,2.913869787975369
3631,51,Female,Premium,Net Banking,Romance,202.43320799701794,1.7175190990627032
3632,41,Male,Premium,Card,Romance,181.04891323154533,4.9509149472751375
3633,54,Male,Basic,Upi,Horror,197.86965957706227,1.9056583024909686
3634,25,Female,Standard,Net Banking,Comedy,187.48117696466537,1.6953880137427584
3635,53,Female,Standard,Upi,Drama,189.41235207836183,2.835575803587044
3636,69,Male,Premium,Net Banking,Horror,207.07550594617953,2.328288245723776
3637,34,Male,Mobile,Upi,Horror,201.57005206299954,3.9585684516292114
3638,66,Male,Premium,Upi,Action,203.64521297840204,1.4316053562011084
3639,55,Female,Mobile,Net Banking,Thriller,197.42729261593422,1.6838382576595836
3640,69,Male,Standard,Net Banking,Romance,193.2685300868817,1.741302025738468
3641,67,Male,Mobile,E-Wallet,Action,207.16787693716273,2.9659429377804947
3642,61,Male,Mobile,Upi,Comedy,187.95322917256632,1.7502209158512394
3643,27,Female,Basic,Net Banking,Thriller,209.67807089373434,4.25022449683496
3644,62,Female,Standard,Card,Comedy,203.72035272002006,3.2629642633754057
3645,55,Male,Mobile,Upi,Horror,186.84155540065345,1.1441061000059682
3646,45,Female,Premium,Card,Documentary,196.31092906907963,4.787839081749657
3647,41,Female,Premium,Card,Drama,207.4879275805793,1.724180303703997
3648,20,Male,Premium,Card,Comedy,197.77499818779523,4.383660539507517
3649,25,Female,Mobile,E-Wallet,Documentary,188.44688729954754,4.8746058043723774
3650,30,Male,Premium,Net Banking,Horror,190.3546945568934,1.2174087614838398
3651,28,Female,Premium,Upi,Documentary,205.36847753530674,3.2026063088377326
3652,55,Male,Mobile,Net Banking,Documentary,196.33464061108558,2.5487270533883803
3653,68,Female,Mobile,Net Banking,Romance,200.5607791656949,1.8200059030093625
3654,57,Male,Standard,Upi,Horror,208.1319539255393,2.6977698403062838
3655,42,Female,Premium,Card,Horror,185.5272532190351,3.4214343968198864
3656,30,Male,Standard,E-Wallet,Thriller,185.70950471299133,3.046261963056662
3657,24,Female,Premium,Upi,Thriller,205.70909552265977,1.100587087282355
3658,27,Female,Standard,Card,Drama,200.7911592315987,3.322267432183853
3659,66,Male,Premium,Card,Thriller,194.26534288856138,1.018001705345561
3660,52,Male,Basic,Net Banking,Comedy,182.44005195842396,4.903599660887602
3661,48,Male,Standard,E-Wallet,Horror,200.3987433810319,2.582935878526362
3662,66,Female,Mobile,Card,Action,187.14406770581783,1.8531317753202092
3663,64,Male,Basic,Net Banking,Action,199.69715540561353,1.1766713917577247
3664,42,Male,Standard,Upi,Romance,208.61766136657755,1.2918796176799923
3665,45,Male,Premium,Net Banking,Action,199.67188777110462,3.9967572989610836
3666,29,Female,Basic,E-Wallet,Thriller,191.3035557181465,3.014747130680738
3667,66,Male,Basic,Net Banking,Drama,208.74380374501527,4.2994184887157445
3668,45,Male,Premium,Net Banking,Thriller,206.98180024553983,4.668889595907622
3669,25,Male,Premium,Upi,Drama,209.31712194100783,2.6401955339849095
3670,46,Male,Mobile,Card,Horror,199.2570643010265,4.371456061030929
3671,57,Female,Mobile,Card,Romance,200.96148436724684,3.6936772667768816
3672,64,Male,Basic,Card,Comedy,201.05805956644068,2.8336088811599254
3673,55,Male,Standard,Net Banking,Action,194.20581559019323,4.152884865483771
3674,55,Female,Standard,Card,Comedy,195.4254574458994,1.568976618124669
3675,50,Male,Mobile,E-Wallet,Comedy,198.09118196325312,1.3532873317047742
3676,55,Male,Mobile,Net Banking,Drama,190.7862433803784,3.249319550071153
3677,55,Male,Premium,E-Wallet,Documentary,203.14641256617745,4.144632645374406
3678,30,Male,Premium,Card,Horror,185.63242591317706,3.869382765714562
3679,42,Female,Standard,E-Wallet,Horror,181.56116060766755,2.5673921283636525
3680,45,Female,Basic,Net Banking,Drama,188.60556184139503,3.760272129274196
3681,20,Male,Mobile,Card,Romance,183.84130854002424,1.9441762670178875
3682,65,Female,Mobile,Upi,Comedy,209.39636330583343,1.92894097923917
3683,53,Female,Premium,Net Banking,Comedy,190.3043159129686,3.5829919043920304
3684,69,Female,Mobile,Card,Thriller,204.26019912924082,4.59002681543811
3685,52,Male,Premium,Upi,Horror,205.87340509259906,1.962335104240863
3686,25,Female,Premium,E-Wallet,Thriller,190.27643440715843,2.4937605348894887
3687,29,Female,Standard,Upi,Thriller,207.97112426568586,4.966988023481809
3688,64,Male,Basic,Card,Thriller,182.84980554201627,4.169042400308783
3689,47,Female,Premium,Upi,Drama,196.95627904907386,1.8038565819886396
3690,32,Female,Mobile,E-Wallet,Thriller,206.95505540273544,1.175824286513674
3691,40,Female,Mobile,Card,Drama,209.99408665303827,2.062924251429396
3692,45,Female,Standard,Upi,Drama,202.7532421445138,2.112073712371381
3693,28,Male,Basic,Card,Romance,203.15240218843462,3.8140511897939766
3694,18,Male,Premium,Card,Thriller,188.74082865879745,2.0304594702582475
3695,35,Male,Premium,E-Wallet,Romance,190.04994320879376,2.919634994440427
3696,29,Male,Standard,E-Wallet,Horror,206.59702759133438,2.2122696236287327
3697,25,Male,Basic,Card,Romance,194.13216345062048,1.6756058682915227
3698,57,Male,Basic,Card,Horror,190.45542279450635,1.3890479808710454
3699,19,Female,Premium,Card,Horror,201.3595491802425,4.332132909660232
3700,62,Male,Standard,E-Wallet,Thriller,195.44263634861508,4.684991668496153
3701,65,Female,Mobile,Upi,Thriller,195.94337980999632,1.0142460019020376
3702,64,Male,Standard,E-Wallet,Comedy,203.07010174453433,2.6120117693738365
3703,43,Female,Mobile,Net Banking,Drama,197.37418333727297,4.811550932420337
3704,34,Male,Standard,Upi,Romance,196.89841496096724,1.9823256793987358
3705,64,Female,Premium,E-Wallet,Comedy,207.87258460479282,3.1530902637200704
3706,35,Female,Mobile,E-Wallet,Thriller,184.97619863963385,4.509104768314394
3707,32,Female,Basic,E-Wallet,Thriller,197.34539197013711,4.647351484811878
3708,28,Female,Standard,E-Wallet,Comedy,193.4638940452821,4.2253687973984
3709,53,Female,Mobile,Upi,Comedy,186.44518346528523,4.864028744210659
3710,46,Male,Premium,E-Wallet,Drama,185.91398902662172,4.721708013356338
3711,50,Male,Mobile,Card,Romance,195.63919106271527,1.2236805185130941
3712,31,Female,Premium,Net Banking,Romance,208.33271133390957,1.3316912430604564
3713,34,Male,Basic,Card,Thriller,189.9283479458942,1.9884045447325427
3714,42,Male,Mobile,Card,Action,180.30942666532033,1.8749009098693148
3715,41,Female,Standard,Net Banking,Drama,209.33915568231134,3.4131677393805333
3716,60,Male,Premium,Upi,Drama,182.90849906512867,3.8277864567364777
3717,23,Male,Premium,E-Wallet,Horror,196.02883428504515,2.6877420455101766
3718,18,Female,Basic,E-Wallet,Horror,205.65685059148643,4.589142391738725
3719,53,Male,Basic,Card,Documentary,206.75424719524236,4.0189395017990766
3720,20,Female,Basic,E-Wallet,Comedy,207.04339396476584,4.794789471621499
3721,23,Male,Basic,Card,Documentary,202.48221268701383,3.883673939203244
3722,32,Female,Premium,E-Wallet,Drama,183.45943990768308,2.5596808559659423
3723,65,Female,Basic,E-Wallet,Documentary,185.49937402361343,2.0850964670191865
3724,65,Male,Standard,E-Wallet,Romance,208.1809641881839,1.83593026168279
3725,40,Female,Standard,Net Banking,Documentary,185.32955641991492,1.2106984396373135
3726,36,Male,Standard,Net Banking,Romance,191.95126791614064,3.646662898527323
3727,62,Female,Premium,Card,Romance,202.39927487722892,1.945920460109848
3728,32,Female,Basic,E-Wallet,Romance,207.83620993447494,4.863351945926437
3729,34,Male,Standard,E-Wallet,Documentary,190.67434344297598,1.6131468611434419
3730,25,Female,Basic,Card,Documentary,201.16782503521497,1.9003093018972055
3731,24,Female,Basic,Net Banking,Comedy,181.90363108546222,4.615519052919145
3732,26,Female,Mobile,E-Wallet,Romance,197.6271345666648,1.6543479059151336
3733,28,Male,Premium,E-Wallet,Romance,196.78950383698012,4.474975022538359
3734,39,Male,Premium,Upi,Drama,194.13193951070124,4.184336370897714
3735,55,Male,Basic,Upi,Drama,194.67317443223405,4.016946811585164
3736,31,Female,Basic,Upi,Comedy,197.75193007907683,3.4455272457752764
3737,49,Female,Standard,E-Wallet,Romance,203.01707197154528,2.0510420843746138
3738,22,Female,Standard,Upi,Action,197.12437859139848,3.085153528443996
3739,57,Male,Premium,E-Wallet,Drama,200.21521732031405,3.20501284191827
3740,70,Male,Mobile,E-Wallet,Drama,197.6389140389509,4.257658865146988
3741,60,Male,Standard,Upi,Comedy,199.9344079922397,1.7446064369587568
3742,49,Female,Mobile,Net Banking,Comedy,205.54401468702673,3.12174974083247
3743,31,Female,Standard,Upi,Action,191.39633212248154,4.938722563576686
3744,49,Female,Premium,Upi,Drama,198.21815550176368,4.6779745263726085
3745,66,Female,Mobile,Net Banking,Drama,187.8146933134728,4.148293273176444
3746,35,Male,Basic,Net Banking,Thriller,194.63622950206832,3.4271832416444505
3747,36,Female,Premium,Card,Horror,181.8419730197597,2.732380548497008
3748,66,Male,Basic,E-Wallet,Action,193.56737345998852,4.21031480751077
3749,54,Male,Premium,Card,Comedy,193.93227705858084,2.623130349412137
3750,65,Female,Basic,E-Wallet,Thriller,196.1981084696742,4.065923756603819
3751,56,Male,Mobile,E-Wallet,Comedy,182.09890427002122,3.8384546547320726
3752,32,Female,Mobile,Card,Romance,193.12381537215887,2.421182705412627
3753,55,Male,Basic,Net Banking,Action,184.35237746326732,3.0563545982151563
3754,47,Male,Standard,Upi,Comedy,209.34878469504034,1.5377098138232972
3755,36,Male,Basic,Upi,Horror,193.86790044772957,3.308335860154235
3756,32,Female,Basic,Upi,Comedy,185.72668541019166,2.0704964821699963
3757,70,Female,Standard,Net Banking,Documentary,186.7826769657134,1.0424639746015787
3758,35,Male,Mobile,E-Wallet,Drama,193.79727385061398,2.785869684360501
3759,40,Female,Basic,Upi,Romance,184.80845080527163,2.0550826613511037
3760,61,Female,Standard,Upi,Comedy,202.47186197944436,2.078287105493555
3761,22,Female,Premium,E-Wallet,Comedy,207.00904265552967,4.834997036761974
3762,48,Female,Premium,E-Wallet,Action,201.10277771919846,4.539548885462388
3763,30,Female,Standard,Upi,Drama,186.31275841747862,3.0927537580150735
3764,43,Male,Basic,Net Banking,Comedy,201.00278412790777,4.763985264527866
3765,50,Female,Basic,Upi,Drama,190.01097638319195,2.473134140155698
3766,23,Female,Standard,E-Wallet,Action,201.24279686466377,3.757801245332464
3767,52,Female,Basic,Net Banking,Action,185.96151199206068,3.0708279445767843
3768,35,Male,Standard,E-Wallet,Horror,185.0927895781886,3.7067228161599317
3769,56,Female,Basic,E-Wallet,Thriller,201.43328887729598,4.0046292430620785
3770,28,Male,Standard,E-Wallet,Horror,199.52511765467207,3.01229155278778
3771,37,Female,Basic,Net Banking,Action,193.00357954282782,1.4987585356734598
3772,65,Male,Standard,E-Wallet,Thriller,199.50315149064218,4.863452801242434
3773,18,Female,Basic,Net Banking,Documentary,205.45456252494978,2.5909263443858594
3774,32,Female,Basic,E-Wallet,Comedy,183.09978033116857,3.492482756918368
3775,56,Male,Premium,Net Banking,Action,186.8812489968785,3.3946921609957084
3776,18,Female,Standard,Net Banking,Drama,199.25269581649744,1.3980417948878405
3777,59,Male,Premium,Card,Horror,209.85495346771788,2.213402687190634
3778,63,Male,Premium,E-Wallet,Action,187.85823936344505,2.9776525368021276
3779,25,Female,Standard,Card,Horror,208.02618452224817,3.634500328742139
3780,57,Female,Standard,Upi,Drama,193.98604413865277,1.4012796680407837
3781,40,Male,Premium,E-Wallet,Action,207.43611086997325,1.1160228303080495
3782,53,Female,Basic,Card,Romance,184.92407573390133,3.6336057847271013
3783,68,Female,Mobile,E-Wallet,Documentary,183.66295842858483,4.430080749316179
3784,67,Female,Mobile,Card,Thriller,206.31471888604528,1.162291359598036
3785,33,Male,Premium,Card,Thriller,186.55103056154388,4.3066531539384645
3786,59,Male,Premium,Net Banking,Romance,190.87946069838557,4.568967552498583
3787,45,Female,Mobile,Upi,Drama,182.6875495409735,2.5674894340529986
3788,56,Female,Premium,Card,Horror,195.98327396023555,2.1671324771390696
3789,53,Male,Basic,Card,Horror,182.7025155847005,2.5066670613401
3790,34,Female,Mobile,Card,Romance,187.5082342887816,1.4680125677408555
3791,22,Male,Premium,Net Banking,Action,209.56144818695054,3.8681975791865537
3792,63,Male,Premium,Net Banking,Documentary,203.2483665576946,4.159472446846696
3793,29,Female,Standard,Card,Thriller,195.67241032152072,3.659898028673749
3794,70,Female,Standard,E-Wallet,Comedy,193.94238919313918,4.592780867329651
3795,50,Female,Basic,E-Wallet,Thriller,185.93020049883194,3.390543905794824
3796,53,Male,Premium,Card,Drama,180.54837915952538,1.123899700576756
3797,70,Female,Mobile,Card,Drama,194.56114014530388,2.46159643576776
3798,30,Male,Basic,E-Wallet,Drama,196.63778125696845,1.8806529736447657
3799,68,Female,Basic,Net Banking,Documentary,191.82659085881926,1.1237463855141998
3800,29,Female,Standard,Upi,Drama,194.44735010206827,4.5243324467321635
3801,32,Female,Standard,Net Banking,Thriller,204.95923201518247,3.5717243860525927
3802,26,Female,Basic,Upi,Documentary,195.92553842033945,4.805435010234082
3803,65,Male,Standard,Upi,Comedy,191.2399062414076,1.6208177027554318
3804,67,Male,Basic,Net Banking,Drama,191.9907418251087,2.320852059881006
3805,69,Male,Standard,Net Banking,Comedy,182.58339996830298,3.016107618777888
3806,67,Male,Premium,Card,Action,206.92707687558865,3.4895164023108687
3807,39,Female,Standard,E-Wallet,Horror,181.42082313145923,3.7218704293479736
3808,52,Female,Basic,Card,Drama,201.78875181849548,4.850661848189388
3809,47,Male,Basic,Net Banking,Drama,181.05889684306499,3.9896412639695247
3810,18,Female,Premium,Upi,Thriller,188.26124043216896,1.7103005487479384
3811,20,Male,Basic,Net Banking,Documentary,186.32443926604225,1.3319808122258388
3812,24,Female,Basic,Net Banking,Drama,199.64466635012153,4.002728985184444
3813,49,Male,Mobile,Card,Horror,202.04653107136375,3.8065947585798097
3814,52,Female,Premium,E-Wallet,Action,201.99413541803844,3.4348380519284554
3815,44,Female,Standard,Upi,Thriller,194.86072695756508,2.699749044874029
3816,50,Male,Premium,Net Banking,Drama,193.0605876086863,4.379352151263432
3817,52,Male,Standard,E-Wallet,Romance,197.27184834128974,2.250866349126111
3818,22,Female,Premium,Net Banking,Romance,183.0067462472992,4.642628062854513
3819,24,Female,Standard,Net Banking,Romance,201.78408715629894,1.3052969330640147
3820,63,Female,Basic,E-Wallet,Romance,207.56785342215613,2.5648620029060707
3821,39,Male,Basic,E-Wallet,Comedy,208.50596975076354,1.7147231841979789
3822,44,Female,Mobile,Card,Comedy,194.62081239416565,1.4021443253393673
3823,39,Male,Basic,Upi,Romance,204.39799267720335,2.7378465650993955
3824,62,Female,Mobile,Net Banking,Documentary,208.1351776988811,2.8857484541353022
3825,26,Female,Basic,Card,Romance,194.36598848068047,4.502994262552652
3826,25,Female,Mobile,Net Banking,Horror,180.84307773680487,2.4760065535873137
3827,67,Male,Mobile,Net Banking,Romance,194.23717475709606,3.7091549699111375
3828,37,Female,Premium,Card,Action,181.936785649248,4.529202637893834
3829,59,Female,Mobile,Net Banking,Documentary,198.02058429836566,2.6306496906343417
3830,29,Male,Premium,Upi,Drama,185.79201948511516,2.490748486549497
3831,42,Male,Premium,Card,Romance,207.89735953656765,1.7280191756694356
3832,34,Female,Standard,Card,Documentary,186.67762779274327,1.5041635007774303
3833,47,Male,Mobile,Net Banking,Thriller,198.83101517500407,1.1371345464008624
3834,66,Female,Mobile,Net Banking,Documentary,181.82323978645545,2.148302877649106
3835,44,Female,Basic,E-Wallet,Horror,200.20510703023396,4.056739214858283
3836,51,Female,Premium,Upi,Horror,206.57603712356556,2.0243933119386504
3837,41,Female,Standard,Net Banking,Drama,192.5855796287316,4.545857795665555
3838,61,Male,Premium,Net Banking,Romance,204.33177569979034,3.7944998386301863
3839,37,Male,Premium,Card,Comedy,200.59230884198038,3.1025005516769224
3840,30,Female,Premium,Upi,Documentary,193.19905911947984,3.0020203536920644
3841,39,Male,Premium,E-Wallet,Comedy,200.8938571788027,1.5997546573341075
3842,24,Female,Basic,E-Wallet,Comedy,191.12854287922343,4.97531721316151
3843,41,Female,Mobile,Card,Romance,195.76847172254895,3.5893781739735395
3844,65,Male,Mobile,Net Banking,Action,199.137400959028,2.4871073056947623
3845,58,Male,Premium,Upi,Drama,194.42566586376307,4.318078528886302
3846,53,Female,Standard,E-Wallet,Horror,199.5926324221267,3.8451033691917402
3847,46,Male,Premium,Net Banking,Horror,195.74186793066966,1.8923721375157467
3848,27,Male,Standard,Card,Action,180.39264637501398,3.548545561863935
3849,23,Female,Basic,Card,Thriller,207.28217951829473,4.481209719583948
3850,31,Female,Mobile,Card,Thriller,186.82693245291176,3.6284086980360892
3851,19,Female,Premium,Upi,Documentary,188.76834908962,2.499968397341856
3852,23,Male,Basic,Net Banking,Documentary,180.90482321012072,4.9375526172994455
3853,60,Female,Premium,Upi,Comedy,191.58620386869586,3.0517279253659275
3854,54,Male,Basic,Upi,Documentary,202.74627687284067,1.2942554621308027
3855,23,Female,Premium,Net Banking,Action,183.69078427985852,4.884415639734865
3856,38,Male,Standard,E-Wallet,Romance,186.6685697871544,1.8188835094092988
3857,18,Female,Mobile,Upi,Romance,194.9827560065701,3.213277450846071
3858,31,Male,Premium,Net Banking,Horror,192.70450161649276,1.4571894766918034
3859,42,Male,Basic,Net Banking,Comedy,186.20676917944155,4.7512238087271905
3860,19,Male,Premium,Upi,Drama,190.82362227451452,3.0064787957393597
3861,25,Male,Premium,Net Banking,Drama,206.66075111273716,1.3876222423091495
3862,34,Female,Standard,Card,Action,183.49490833892656,1.3330905376422653
3863,32,Female,Mobile,E-Wallet,Action,200.8553129377815,3.8093459680989326
3864,70,Female,Basic,E-Wallet,Action,197.87525099742632,4.813652165356132
3865,63,Male,Basic,Upi,Comedy,187.83075220142945,2.328323137849045
3866,27,Female,Standard,Card,Action,195.25177684094692,2.107602693979195
3867,65,Male,Standard,Card,Action,180.09562000571395,4.624811412846576
3868,68,Male,Mobile,Card,Action,206.751877647856,1.758102377622829
3869,58,Female,Mobile,Upi,Thriller,182.65853436524665,4.4079964777183
3870,39,Male,Standard,E-Wallet,Action,192.39715170297097,4.48967122525586
3871,18,Male,Basic,E-Wallet,Horror,209.14451781085256,1.5213217002308275
3872,56,Female,Standard,Upi,Thriller,205.64580723338332,2.3397394827957125
3873,18,Male,Basic,E-Wallet,Action,189.05913938533465,3.477314556367716
3874,22,Male,Mobile,Net Banking,Thriller,208.68786477591036,2.8781329340419908
3875,19,Female,Mobile,E-Wallet,Documentary,191.9738641401011,2.1573846379095136
3876,70,Male,Mobile,E-Wallet,Drama,197.87891467528166,3.3372881076345338
3877,25,Male,Basic,Net Banking,Horror,191.39570964104124,1.5872626416474942
